t,u,y
56.32000000,0.89712590,372.85717773
56.34000000,0.89712590,372.85717773
56.36000000,0.89712590,372.85717773
56.38000000,0.89712590,372.85717773
56.40000000,0.89712590,372.85717773
56.42000000,0.89712590,372.85717773
56.44000000,0.89712590,372.85717773
56.46000000,0.89712590,372.85717773
56.48000000,0.67933273,372.85717773
56.50000000,0.67933273,372.85717773
56.52000000,0.67933273,360.00003052
56.54000000,0.67933273,353.57144165
56.56000000,0.67933273,340.71432495
56.58000000,0.67933273,340.71432495
56.60000000,0.67933273,327.85717773
56.62000000,0.67933273,321.42858887
56.64000000,0.89712590,321.42858887
56.66000000,0.89712590,321.42858887
56.68000000,0.89712590,334.28573608
56.70000000,0.89712590,334.28573608
56.72000000,0.89712590,340.71432495
56.74000000,0.89712590,340.71432495
56.76000000,0.89712590,353.57144165
56.78000000,0.89712590,353.57144165
56.80000000,0.89712590,353.57144165
56.82000000,0.89712590,360.00003052
56.84000000,0.89712590,360.00003052
56.86000000,0.89712590,366.42858887
56.88000000,0.89712590,366.42858887
56.90000000,0.89712590,366.42858887
56.92000000,0.89712590,366.42858887
56.94000000,0.89712590,372.85717773
56.96000000,0.89712590,372.85717773
56.98000000,0.89712590,372.85717773
57.00000000,0.89712590,372.85717773
57.02000000,0.89712590,379.28573608
57.04000000,0.89712590,372.85717773
57.06000000,0.89712590,379.28573608
57.08000000,0.89712590,372.85717773
57.10000000,0.89712590,379.28573608
57.12000000,0.89712590,379.28573608
57.14000000,0.89712590,379.28573608
57.16000000,0.89712590,379.28573608
57.18000000,0.89712590,379.28573608
57.20000000,0.89712590,379.28573608
57.22000000,0.89712590,379.28573608
57.24000000,0.89712590,379.28573608
57.26000000,0.89712590,379.28573608
57.28000000,0.67933273,379.28573608
57.30000000,0.67933273,379.28573608
57.32000000,0.67933273,366.42858887
57.34000000,0.67933273,360.00003052
57.36000000,0.67933273,353.57144165
57.38000000,0.67933273,340.71432495
57.40000000,0.67933273,340.71432495
57.42000000,0.67933273,327.85717773
57.44000000,0.67933273,327.85717773
57.46000000,0.67933273,321.42858887
57.48000000,0.67933273,315.00003052
57.50000000,0.67933273,308.57144165
57.52000000,0.67933273,315.00003052
57.54000000,0.67933273,302.14288330
57.56000000,0.67933273,302.14288330
57.58000000,0.67933273,302.14288330
57.60000000,0.67933273,295.71432495
57.62000000,0.67933273,295.71432495
57.64000000,0.67933273,289.28573608
57.66000000,0.67933273,289.28573608
57.68000000,0.67933273,295.71432495
57.70000000,0.67933273,282.85714722
57.72000000,0.67933273,295.71432495
57.74000000,0.67933273,282.85714722
57.76000000,0.89712590,289.28573608
57.78000000,0.89712590,295.71432495
57.80000000,0.89712590,302.14288330
57.82000000,0.89712590,315.00003052
57.84000000,0.89712590,321.42858887
57.86000000,0.89712590,327.85717773
57.88000000,0.89712590,327.85717773
57.90000000,0.89712590,340.71432495
57.92000000,0.89712590,340.71432495
57.94000000,0.89712590,340.71432495
57.96000000,0.89712590,347.14288330
57.98000000,0.89712590,347.14288330
58.00000000,0.89712590,353.57144165
58.02000000,0.89712590,360.00003052
58.04000000,0.89712590,360.00003052
58.06000000,0.89712590,360.00003052
58.08000000,0.67933273,366.42858887
58.10000000,0.67933273,360.00003052
58.12000000,0.67933273,353.57144165
58.14000000,0.67933273,347.14288330
58.16000000,0.67933273,340.71432495
58.18000000,0.67933273,340.71432495
58.20000000,0.67933273,327.85717773
58.22000000,0.67933273,327.85717773
58.24000000,0.67933273,327.85717773
58.26000000,0.67933273,315.00003052
58.28000000,0.67933273,315.00003052
58.30000000,0.67933273,315.00003052
58.32000000,0.67933273,308.57144165
58.34000000,0.67933273,308.57144165
58.36000000,0.67933273,302.14288330
58.38000000,0.67933273,302.14288330
58.40000000,0.67933273,302.14288330
58.42000000,0.67933273,295.71432495
58.44000000,0.67933273,289.28573608
58.46000000,0.67933273,295.71432495
58.48000000,0.67933273,289.28573608
58.50000000,0.67933273,295.71432495
58.52000000,0.67933273,289.28573608
58.54000000,0.67933273,289.28573608
58.56000000,0.89712590,295.71432495
58.58000000,0.89712590,289.28573608
58.60000000,0.89712590,308.57144165
58.62000000,0.89712590,308.57144165
58.64000000,0.89712590,321.42858887
58.66000000,0.89712590,327.85717773
58.68000000,0.89712590,334.28573608
58.70000000,0.89712590,334.28573608
58.72000000,0.89712590,340.71432495
58.74000000,0.89712590,347.14288330
58.76000000,0.89712590,347.14288330
58.78000000,0.89712590,353.57144165
58.80000000,0.89712590,353.57144165
58.82000000,0.89712590,353.57144165
58.84000000,0.89712590,366.42858887
